location,year,iso_code,Total Cases,population,"Total Cases per 100,000"
Timor,2020,TLS,7042.0,1341298,525.013829887169
Timor,2021,TLS,3540674.0,1341298,263973.703084624
Timor,2022,TLS,8281472.0,1341298,617422.2283191356
Timor,2023,TLS,3865034.0,1341298,288156.248648697
Togo,2020,TGO,378126.0,8848700,4273.237876750257
Togo,2021,TGO,5892444.0,8848700,66591.06987467087
Togo,2022,TGO,13757039.0,8848700,155469.6057047928
Togo,2023,TGO,6505365.0,8848700,73517.74836981704
Tokelau,2020,TKL,0.0,1893,0.0
Tokelau,2021,TKL,0.0,1893,0.0
Tokelau,2022,TKL,95.0,1893,5018.489170628632
Tokelau,2023,TKL,825.0,1893,43581.61648177496
Tonga,2020,TON,0.0,106867,0.0
Tonga,2021,TON,64.0,106867,59.887523744467416
Tonga,2022,TON,3849315.0,106867,3601967.866600541
Tonga,2023,TON,2768236.0,106867,2590356.2371920235
Trinidad and Tobago,2020,TTO,684403.0,1531043,44701.749069098645
Trinidad and Tobago,2021,TTO,12166579.0,1531043,794659.5229526538
Trinidad and Tobago,2022,TTO,57670054.0,1531043,3766716.8067781245
Trinidad and Tobago,2023,TTO,31307649.0,1531043,2044857.5905444853
Tunisia,2020,TUN,7547691.0,12356116,61084.65637583849
Tunisia,2021,TUN,170815095.0,12356116,1382433.5656932972
Tunisia,2022,TUN,387325450.0,12356116,3134686.093914949
Tunisia,2023,TUN,189993720.0,12356116,1537649.209508878
Turkey,2020,TUR,169361178.0,85341248,198451.72407134238
Turkey,2021,TUR,2007047717.0,85341248,2351790.9147520317
Turkey,2022,TUR,5566588621.0,85341248,6522741.05600143
Turkey,2023,TUR,2805771705.0,85341248,3287708.7818073626
Turkmenistan,2020,TKM,0.0,6430777,0.0
Turkmenistan,2021,TKM,0.0,6430777,0.0
Turkmenistan,2022,TKM,0.0,6430777,0.0
Turkmenistan,2023,TKM,0.0,6430777,0.0
Turks and Caicos Islands,2020,TCA,98306.0,45726,214989.28399597603
Turks and Caicos Islands,2021,TCA,889541.0,45726,1945372.435813323
Turks and Caicos Islands,2022,TCA,2214197.0,45726,4842315.094257097
Turks and Caicos Islands,2023,TCA,1081565.0,45726,2365317.3249354856
Tuvalu,2020,TUV,0.0,11335,0.0
Tuvalu,2021,TUV,0.0,11335,0.0
Tuvalu,2022,TUV,131258.0,11335,1157988.5310983679
Tuvalu,2023,TUV,459855.0,11335,4056947.5077194534
Uganda,2020,UGA,1968871.0,47249588,4166.959085442185
Uganda,2021,UGA,29561475.0,47249588,62564.51379004617
Uganda,2022,UGA,60567420.0,47249588,128186.13360184219
Uganda,2023,UGA,28133208.0,47249588,59541.700130803256
Ukraine,2020,UKR,65133025.0,39701744,164055.8283787231
Ukraine,2021,UKR,807420149.0,39701744,2033714.5617582945
Ukraine,2022,UKR,1805779271.0,39701744,4548362.588303425
Ukraine,2023,UKR,900121291.0,39701744,2267208.4405158623
United Arab Emirates,2020,ARE,22045748.0,9441138,233507.3165967916
United Arab Emirates,2021,ARE,212456199.0,9441138,2250324.049918559
United Arab Emirates,2022,ARE,346621086.0,9441138,3671390.948845362
United Arab Emirates,2023,ARE,174380166.0,9441138,1847024.860774199
United Kingdom,2020,GBR,169716921.0,67508936,251399.19402669894
United Kingdom,2021,GBR,2229197021.0,67508936,3302076.959115457
United Kingdom,2022,GBR,7935620887.0,67508936,11754919.210991563
United Kingdom,2023,GBR,4010110473.0,67508936,5940118.020820236
United States,2020,USA,1699388140.0,338289856,502346.7626531492
United States,2021,USA,13081418892.0,338289856,3866926.146316371
United States,2022,USA,31397378136.0,338289856,9281205.91827619
United States,2023,USA,16870025068.0,338289856,4986855.1388073545
United States Virgin Islands,2020,VIR,213470.0,99479,214588.00349822576
United States Virgin Islands,2021,VIR,1687338.0,99479,1696175.0721257755
United States Virgin Islands,2022,VIR,7151542.0,99479,7188996.672664583
United States Virgin Islands,2023,VIR,4079703.0,99479,4101069.572472582
Upper middle income,2020,OWID_UMC,2452818769.0,2525921300,97105.906229145
Upper middle income,2021,OWID_UMC,20056707133.0,2525921300,794035.3142831489
Upper middle income,2022,OWID_UMC,47967182792.0,2525921300,1898997.5179353373
Upper middle income,2023,OWID_UMC,39934965176.0,2525921300,1581005.9155841474
Uruguay,2020,URY,724445.0,3422796,21165.298779126773
Uruguay,2021,URY,98139417.0,3422796,2867229.5106106238
Uruguay,2022,URY,328367248.0,3422796,9593538.382071266
Uruguay,2023,URY,170700398.0,3422796,4987162.483536852
Uzbekistan,2020,UZB,9645874.0,34627648,27855.98952605733
Uzbekistan,2021,UZB,46374210.0,34627648,133922.49453384764
Uzbekistan,2022,UZB,87050578.0,34627648,251390.38608686332
Uzbekistan,2023,UZB,41557796.0,34627648,120013.33731935821
Vanuatu,2020,VUT,51.0,326744,15.608549812697403
Vanuatu,2021,VUT,1138.0,326744,348.28489582058126
Vanuatu,2022,VUT,2963349.0,326744,906932.9505668046
Vanuatu,2023,VUT,1982473.0,326744,606735.8543691698
Vatican,2020,VAT,4322.0,808,534900.9900990099
Vatican,2021,VAT,9490.0,808,1174504.9504950496
Vatican,2022,VAT,9490.0,808,1174504.9504950496
Vatican,2023,VAT,4290.0,808,530940.594059406
Venezuela,2020,VEN,12074749.0,28301700,42664.39471833847
Venezuela,2021,VEN,98933521.0,28301700,349567.41467827023
Venezuela,2022,VEN,191675613.0,28301700,677258.3025047965
Venezuela,2023,VEN,91091575.0,28301700,321859.0226028825
Vietnam,2020,VNM,217880.0,98186856,221.90342870332867
Vietnam,2021,VNM,135555236.0,98186856,138058.43421649025
Vietnam,2022,VNM,3394242198.0,98186856,3456921.1565344348
Vietnam,2023,VNM,1905382490.0,98186856,1940567.7782370383
Wales,2020,OWID_WLS,0.0,3170000,0.0
Wales,2021,OWID_WLS,0.0,3170000,0.0
Wales,2022,OWID_WLS,0.0,3170000,0.0
Wales,2023,OWID_WLS,0.0,3170000,0.0
Wallis and Futuna,2020,WLF,173.0,11596,1491.8937564677476
Wallis and Futuna,2021,WLF,130851.0,11596,1128414.9706795446
Wallis and Futuna,2022,WLF,424771.0,11596,3663082.0972749228
Wallis and Futuna,2023,WLF,568526.0,11596,4902776.819592963
Western Sahara,2022,ESH,0.0,576005,0.0
World,2020,OWID_WRL,7643935311.0,7975105024,95847.45640335281
World,2021,OWID_WRL,66778344645.0,7975105024,837334.9873642994
World,2022,OWID_WRL,196201209222.0,7975105024,2460170.8520647567
World,2023,OWID_WRL,125317334268.0,7975105024,1571356.5387649997
Yemen,2020,YEM,380921.0,33696612,1130.4430249545562
Yemen,2021,YEM,2396595.0,33696612,7112.272889630566
Yemen,2022,YEM,4281123.0,33696612,12704.906356757765
Yemen,2023,YEM,1970925.0,33696612,5849.0301636259455
Zambia,2020,ZMB,2417606.0,20017670,12077.359652746798
Zambia,2021,ZMB,52359655.0,20017670,261567.18039612
Zambia,2022,ZMB,117699208.0,20017670,587976.5627068485
Zambia,2023,ZMB,56464636.0,20017670,282073.9676495816
Zimbabwe,2020,ZWE,1323489.0,16320539,8109.3461435311665
Zimbabwe,2021,ZWE,29903213.0,16320539,183224.42046797596
Zimbabwe,2022,ZWE,91155673.0,16320539,558533.4712291058
Zimbabwe,2023,ZWE,43530232.0,16320539,266720.5537758281
